branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,9020,NEUROCHIRURGIA - HOSPITALIZACJA,5031,86.85,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,8977,CHIRURGIA OGÓLNA - HOSPITALIZACJA,554,9.56,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,9032,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,122,2.11,5,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,9020,NEUROCHIRURGIA - HOSPITALIZACJA,351,69.09,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,9027,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,113,22.24,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,8977,CHIRURGIA OGÓLNA - HOSPITALIZACJA,13,2.56,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,9032,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,12,2.36,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,8983,CHIRURGIA DZIECIĘCA - HOSPITALIZACJA,17,3.35,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,9024,NEUROCHIRURGIA - HOSPITALIZACJA - A03,367,93.38,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,9031,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA - A03,26,6.62,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,9020,NEUROCHIRURGIA - HOSPITALIZACJA,654,100.0,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2017,2017
,,9025,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,1809,24.24,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9020,NEUROCHIRURGIA - HOSPITALIZACJA,4703,63.02,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9027,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,363,4.86,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
