catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,1adb0341-8247-c16c-843f-7622c45891a4,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/1adb0341-8247-c16c-843f-7622c45891a4
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,da7fb3d8-88e7-f68b-17b7-776e79bb965e,Procedury ICD 9,icd-9-procedures,/icd9-procedures/da7fb3d8-88e7-f68b-17b7-776e79bb965e
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33333032-3234-5254-4a50-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33333032-3234-5254-4350-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33333032-3234-5254-4250-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,38901ee3-b46d-fb9f-8960-463d72d04526,Rozpoznania ICD 10  - Kody dodatkowe listy A01,icd-10-diseases,/icd10-diseases/38901ee3-b46d-fb9f-8960-463d72d04526
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/33333032-3234-5254-4950-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33333032-3234-5254-4450-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33333032-3234-5254-4750-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33333032-3234-5254-4150-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33333032-3234-5254-4850-503030303030
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2018,2018,33333032-3234-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33333032-3234-5254-4b50-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2018,2018,33333031-3038-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33333031-3038-5254-4a50-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2018,2018,c1151358-bbf0-42ce-ba4c-2f76a36531b2,Procedury ICD 9,icd-9-procedures,/icd9-procedures/c1151358-bbf0-42ce-ba4c-2f76a36531b2
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2018,2018,3711d8b5-9571-63eb-e32a-e0c97acf5767,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/3711d8b5-9571-63eb-e32a-e0c97acf5767
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2018,2018,33333031-3038-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33333031-3038-5254-4350-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2018,2018,33333031-3038-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33333031-3038-5254-4b50-503030303030
