catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-3165-4130-323030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/33323730-3733-3165-4130-323030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4150-503030303030,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/33323730-3733-5254-4150-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/33323730-3733-3330-3030-303030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/33323730-3733-5254-4250-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/33323730-3733-5254-4450-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/33323730-3733-5254-4350-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-3265-4130-313030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A01,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/33323730-3733-3265-4130-313030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/33323730-3733-5254-4850-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/33323730-3733-5254-4950-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/33323730-3733-5254-4750-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4a50-503030303030,Histogram czasu pobytu,histograms,https://api.nfz.gov.pl/app-stat-api-jgp/histogram-data/33323730-3733-5254-4a50-503030303030?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2015,2015,33323730-3733-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/33323730-3733-5254-4b50-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4150-503030303030,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/33323730-3734-5254-4150-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/33323730-3734-5254-4350-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/33323730-3734-3330-3030-303030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/33323730-3734-5254-4450-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-3265-4130-323030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A02,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/33323730-3734-3265-4130-323030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-3165-4130-323030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/33323730-3734-3165-4130-323030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/33323730-3734-5254-4250-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/33323730-3734-5254-4850-503030303030?format=json
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2015,2015,33323730-3734-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/33323730-3734-5254-4750-503030303030?format=json
