branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,6,przetoczenie preparatów krwi i innych substancji,1692,30.09,0,1797215.5,3.15,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,5,pobyt w OAiIT,1648,29.31,0,53262233.77,93.22,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,0,pozostałe świadczenia,412,7.33,0,493053.7,0.86,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,4,leczenie żywieniowe,194,3.45,0,531163.6,0.93,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,3,dializy,65,1.16,0,858000.0,1.5,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,5,pobyt w OAiIT,50,10.12,0,1974541.45,94.22,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,47,9.51,0,57663.63,2.75,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,0,pozostałe świadczenia,17,3.44,0,15893.28,0.76,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,4,leczenie żywieniowe,8,1.62,0,19120.0,0.91,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,5,pobyt w OAiIT,1040,13.76,0,20281092.44,90.13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,896,11.86,0,653915.03,2.91,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,konsylium,644,8.52,0,167440.0,0.74,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,pozostałe świadczenia,168,2.22,0,258387.0,1.15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,leczenie żywieniowe,104,1.38,0,263422.6,1.17,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,5,pobyt w OAiIT,883,14.59,0,25976844.39,92.73,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,698,11.53,0,706847.33,2.52,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,11,konsylium,254,4.2,0,65780.0,0.23,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,pozostałe świadczenia,204,3.37,0,328204.94,1.17,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,leczenie żywieniowe,124,2.05,0,305084.0,1.09,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,164,7.72,0,153234.51,3.62,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,5,pobyt w OAiIT,143,6.73,0,3762905.72,89.01,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,pozostałe świadczenia,56,2.64,0,29854.08,0.71,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,4,leczenie żywieniowe,31,1.46,0,80834.0,1.91,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,317,1.87,0,220324.49,6.6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,0,pozostałe świadczenia,135,3.21,0,1401479.5,22.5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,95,2.26,0,2415390.7,38.78,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
,,1,programy lekowe,54,1.29,0,1238246.77,19.88,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
,,0,pozostałe świadczenia,205,1.31,0,1364769.4,18.04,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2016,2016
,,0,pozostałe świadczenia,19,6.07,0,110972.5,15.54,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,14,4.47,0,140001.98,19.6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,5,pobyt w OAiIT,9,2.88,0,248712.88,34.83,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,1,programy lekowe,8,2.56,0,195816.86,27.42,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,4,leczenie żywieniowe,5,1.6,0,18616.0,2.61,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2016,2016
,,0,pozostałe świadczenia,94,11.52,0,423206.0,39.22,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
,,5,pobyt w OAiIT,17,2.08,0,285240.28,26.44,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
,,1,programy lekowe,9,1.1,0,173161.36,16.05,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2016,2016
,,0,pozostałe świadczenia,113,1.6,0,3142.4,6.75,A33 ZABURZENIA RÓWNOWAGI,1a,2016,2016
,,0,pozostałe świadczenia,706,11.34,0,250758.05,34.3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,101,1.62,0,143716.71,19.66,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2016,2016
,,0,pozostałe świadczenia,582,4.67,0,251879.51,13.15,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,153,1.23,0,178895.35,9.34,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2016,2016
,,0,pozostałe świadczenia,148,2.65,0,96361.45,2.23,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
,,5,pobyt w OAiIT,80,1.43,0,3784418.47,87.57,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,78,1.4,0,205083.68,4.75,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
,,4,leczenie żywieniowe,72,1.29,0,139655.88,3.23,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2016,2016
,,0,pozostałe świadczenia,31,1.09,0,3848.0,3.06,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2016,2016
,,0,pozostałe świadczenia,181,1.21,0,989250.5,30.38,A36 CHOROBY DEMIELINIZACYJNE,1a,2016,2016
,,0,pozostałe świadczenia,1459,4.34,0,366189.81,2.59,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,682,2.03,0,766183.69,5.41,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2016,2016
,,0,pozostałe świadczenia,168,1.66,0,35453.4,7.66,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2016,2016
,,0,pozostałe świadczenia,484,1.5,0,27352.0,8.68,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2016,2016
,,4,leczenie żywieniowe,1624,3.36,0,2979708.3,13.77,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,0,pozostałe świadczenia,1467,3.04,0,239611.55,1.11,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,784,1.62,0,607088.95,2.81,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,7,rehabilitacja,595,1.23,0,6735794.0,31.13,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,4,leczenie żywieniowe,619,3.53,0,687992.02,7.81,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,0,pozostałe świadczenia,513,2.92,0,328315.84,3.73,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,329,1.87,0,224232.79,2.55,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,7,rehabilitacja,188,1.07,0,1633221.1,18.54,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,5,pobyt w OAiIT,183,1.04,0,5752704.04,65.31,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2016,2016
,,5,pobyt w OAiIT,623,5.23,0,16950255.62,90.14,A50 UDAR MÓZGU - LECZENIE,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,471,3.95,0,360802.72,1.92,A50 UDAR MÓZGU - LECZENIE,1a,2016,2016
,,4,leczenie żywieniowe,459,3.85,0,297550.0,1.58,A50 UDAR MÓZGU - LECZENIE,1a,2016,2016
,,0,pozostałe świadczenia,458,3.84,0,219719.9,1.17,A50 UDAR MÓZGU - LECZENIE,1a,2016,2016
,,0,pozostałe świadczenia,327,4.32,0,52319.64,1.4,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,4,leczenie żywieniowe,289,3.82,0,488432.0,13.08,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,6,przetoczenie preparatów krwi i innych substancji,105,1.39,0,102342.61,2.74,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,7,rehabilitacja,94,1.24,0,1096712.3,29.37,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2016,2016
,,0,pozostałe świadczenia,164,4.51,0,25740.0,23.96,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2016,2016
,,5,pobyt w OAiIT,175,2.9,0,5460982.58,79.3,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2016,2016
,,0,pozostałe świadczenia,139,2.31,0,210886.29,3.06,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2016,2016
