branch,hospital-types,gender-code,gender-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,0,płeć nieokreślona,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,9,nieznana,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,2,kobieta,1422,25.29,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,1,mężczyzna,4201,74.71,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,9,nieznana,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,2,kobieta,95,19.23,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,1,mężczyzna,399,80.77,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,9,nieznana,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,2,kobieta,189,41.36,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,1,mężczyzna,268,58.64,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,9,nieznana,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,2,kobieta,294,45.09,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,1,mężczyzna,358,54.91,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,nieznana,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,kobieta,4256,56.33,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,mężczyzna,3300,43.67,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,nieznana,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,kobieta,2807,46.37,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,mężczyzna,3247,53.63,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,nieznana,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,kobieta,1104,51.95,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,mężczyzna,1021,48.05,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,9,nieznana,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,2,kobieta,316,51.13,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,1,mężczyzna,302,48.87,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,nieznana,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,kobieta,7923,46.78,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,mężczyzna,9015,53.22,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,nieznana,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,kobieta,971,42.31,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,mężczyzna,1324,57.69,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,9,nieznana,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,2,kobieta,8,50.0,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,1,mężczyzna,8,50.0,5,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,9,nieznana,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,2,kobieta,5746,65.35,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,1,mężczyzna,3047,34.65,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2016,2016
,,9,nieznana,0,0.0,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2016,2016
,,2,kobieta,771,59.67,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2016,2016
,,1,mężczyzna,521,40.33,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2016,2016
,,0,płeć nieokreślona,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
,,9,nieznana,0,0.0,0,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2016,2016
