branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,1519,33.53,0,7026.0,2.89,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2020,2020
,,4,leczenie żywieniowe,1194,26.36,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2020,2020
,,5,pobyt w OAiIT,1267,27.97,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2020,2020
,,6,przetoczenie preparatów krwi i innych substancji,1236,27.28,0,33856.4,13.94,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2020,2020
,,0,pozostałe świadczenia,47,17.87,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2020,2020
,,4,leczenie żywieniowe,34,12.93,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2020,2020
,,5,pobyt w OAiIT,34,12.93,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2020,2020
,,6,przetoczenie preparatów krwi i innych substancji,30,11.41,0,372.0,17.27,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2020,2020
,,0,pozostałe świadczenia,37,10.45,0,11215.56,100.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
,,4,leczenie żywieniowe,5,1.41,0,0.0,0.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
,,5,pobyt w OAiIT,7,1.98,0,0.0,0.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2020,2020
,,0,pozostałe świadczenia,34,5.03,0,0.0,0.0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2020,2020
,,0,pozostałe świadczenia,2112,29.67,0,2499911.07,80.59,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,4,leczenie żywieniowe,512,7.19,0,67595.04,2.18,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,5,pobyt w OAiIT,695,9.76,0,0.0,0.0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,6,przetoczenie preparatów krwi i innych substancji,645,9.06,0,183317.4,5.91,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,0,pozostałe świadczenia,1289,31.99,0,951934.3,63.4,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,4,leczenie żywieniowe,544,13.5,0,35640.0,2.37,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,5,pobyt w OAiIT,544,13.5,0,0.0,0.0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,6,przetoczenie preparatów krwi i innych substancji,421,10.45,0,89977.2,5.99,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,0,pozostałe świadczenia,148,16.97,0,238844.66,78.93,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,4,leczenie żywieniowe,75,8.6,0,0.0,0.0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
,,5,pobyt w OAiIT,88,10.09,0,0.0,0.0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2020,2020
