catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,04e90615-168e-23a4-f15a-f51cdca9e3b5,Dane ogólne,general-data,https://api.nfz.gov.pl/app-stat-api-jgp/basic-data/04e90615-168e-23a4-f15a-f51cdca9e3b5?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,19ddbe54-235c-d2e7-b8ca-e23f7c777021,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,https://api.nfz.gov.pl/app-stat-api-jgp/icd9-procedures/19ddbe54-235c-d2e7-b8ca-e23f7c777021?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,e181974e-c319-a21a-72a4-016814fb11e7,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-age/e181974e-c319-a21a-72a4-016814fb11e7?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,002283e2-4b06-630e-a5ce-bfc49f5d6376,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-healthcare-service/002283e2-4b06-630e-a5ce-bfc49f5d6376?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,947f6d40-172f-9c7d-7d6f-8910aa8f53dc,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type-nfz-categorized/947f6d40-172f-9c7d-7d6f-8910aa8f53dc?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,c981d6e9-df86-ad35-4029-e935865f1220,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-product-category/c981d6e9-df86-ad35-4029-e935865f1220?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,b216daed-b58f-57b4-e205-f9ae5cceea43,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-admission-type/b216daed-b58f-57b4-e205-f9ae5cceea43?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,c923a4e8-025d-1ace-35c1-f2a1d6be57d5,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-patient-gender/c923a4e8-025d-1ace-35c1-f2a1d6be57d5?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,b80ab5e7-6fcb-9885-c092-35eb75395771,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,https://api.nfz.gov.pl/app-stat-api-jgp/hospitalizations-by-discharge-type/b80ab5e7-6fcb-9885-c092-35eb75395771?format=json
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2021,2021,ff1e57b3-2264-dadc-ef75-b368df897c3e,Rozpoznania ICD 10  - Kody dodatkowe listy A01,icd-10-diseases,https://api.nfz.gov.pl/app-stat-api-jgp/icd10-diseases/ff1e57b3-2264-dadc-ef75-b368df897c3e?format=json
