branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,3,nagły,5182,93.07,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,4,inne,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,1,planowe,228,4.09,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,2,przeniesienie z innego szpitala,158,2.84,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,3,nagły,289,52.74,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,4,inne,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,1,planowe,254,46.35,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,2,przeniesienie z innego szpitala,5,0.91,14,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,3,nagły,33,9.97,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
,,4,inne,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
,,1,planowe,297,89.73,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
,,2,przeniesienie z innego szpitala,1,0.3,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
,,3,nagły,65,18.9,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
,,4,inne,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
,,1,planowe,279,81.1,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
,,2,przeniesienie z innego szpitala,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2014,2014
,,3,nagły,3201,42.49,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,4,inne,1,0.01,83,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,1,planowe,4141,54.96,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,2,przeniesienie z innego szpitala,191,2.54,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,3,nagły,3394,58.93,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,4,inne,2,0.03,54,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,1,planowe,2212,38.41,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,2,przeniesienie z innego szpitala,151,2.62,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,3,nagły,732,40.22,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,4,inne,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,1,planowe,1062,58.35,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,2,przeniesienie z innego szpitala,26,1.43,9,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,3,nagły,89,15.98,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,4,inne,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,1,planowe,467,83.84,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
,,2,przeniesienie z innego szpitala,1,0.18,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2014,2014
