branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,4900,86.88,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,5641,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,571,10.12,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,5683,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,88,1.56,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,381,74.85,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5678,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,56,11.0,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5641,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,43,8.45,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5645,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,15,2.95,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5683,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,9,1.77,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5677,NEUROCHIRURGIA - HOSPITALIZACJA - A03,285,100.0,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2013,2013
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,327,100.0,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2013,2013
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,7134,94.02,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5678,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,255,3.36,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5707,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,97,1.28,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,4928,88.43,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5678,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,472,8.47,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5645,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,96,1.72,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5673,NEUROCHIRURGIA - HOSPITALIZACJA,1087,60.06,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5678,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,238,13.15,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5641,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,216,11.93,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
