branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,1,przyjęcie planowe,388,7.03,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2009,2009
,,2,przyjęcie w trybie nagłym ze skierowaniem z pomocy doraźnej,1540,27.91,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2009,2009
,,3,przyjęcie w trybie nagłym ze skierowaniem innym niż z pomocy doraźnej,2452,44.44,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2009,2009
,,4,przyjęcie w trybie nagłym bez skierowania,1135,20.57,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2009,2009
,,1,przyjęcie planowe,186,31.58,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
,,2,przyjęcie w trybie nagłym ze skierowaniem z pomocy doraźnej,93,15.79,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
,,3,przyjęcie w trybie nagłym ze skierowaniem innym niż z pomocy doraźnej,187,31.75,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
,,4,przyjęcie w trybie nagłym bez skierowania,123,20.88,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2009,2009
,,1,przyjęcie planowe,181,91.41,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
,,2,przyjęcie w trybie nagłym ze skierowaniem z pomocy doraźnej,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
,,3,przyjęcie w trybie nagłym ze skierowaniem innym niż z pomocy doraźnej,10,5.05,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
,,4,przyjęcie w trybie nagłym bez skierowania,7,3.54,7,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2009,2009
,,1,przyjęcie planowe,80,84.21,7,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2009,2009
