branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,3,nagły,4025,87.54,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,4,inne,1,0.02,2,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,1,planowe,311,6.76,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,2,przeniesienie z innego szpitala,261,5.68,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,3,nagły,119,43.59,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,1,planowe,149,54.58,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,2,przeniesienie z innego szpitala,5,1.83,23,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,3,nagły,14,2.68,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,1,planowe,508,97.32,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,3,nagły,148,10.29,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,1,planowe,1288,89.57,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,2,przeniesienie z innego szpitala,2,0.14,27,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,3,nagły,2718,33.97,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,inne,181,2.26,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,planowe,4868,60.83,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przeniesienie z innego szpitala,235,2.94,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,nagły,402,28.73,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,4,inne,37,2.64,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,1,planowe,928,66.33,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,2,przeniesienie z innego szpitala,32,2.29,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,3,nagły,1897,48.2,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,inne,72,1.83,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,1,planowe,1808,45.94,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,2,przeniesienie z innego szpitala,159,4.04,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,3,nagły,473,39.32,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
