branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,139,2.5,0,541564.77,1.33,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2012,2012
,,4,leczenie żywieniowe,130,2.34,0,343973.98,0.84,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2012,2012
,,5,pobyt w OAiIT,1546,27.86,0,37732718.01,92.32,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2012,2012
,,6,przetoczenie preparatów krwi i innych substancji,1449,26.11,0,1524633.73,3.73,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2012,2012
,,4,leczenie żywieniowe,7,1.13,0,28912.0,1.6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2012,2012
,,5,pobyt w OAiIT,59,9.56,0,1689446.61,93.77,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2012,2012
,,6,przetoczenie preparatów krwi i innych substancji,64,10.37,0,50421.61,2.8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2012,2012
,,5,pobyt w OAiIT,3,1.06,0,43903.08,87.42,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2012,2012
,,0,pozostałe świadczenia,81,1.13,0,301009.9,1.62,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,4,leczenie żywieniowe,82,1.14,0,208355.6,1.12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,5,pobyt w OAiIT,1040,14.46,0,16954647.35,91.16,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,6,przetoczenie preparatów krwi i innych substancji,1050,14.6,0,784248.04,4.22,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,0,pozostałe świadczenia,66,1.12,0,215576.38,1.02,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,4,leczenie żywieniowe,80,1.36,0,230831.68,1.1,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,5,pobyt w OAiIT,930,15.81,0,19338057.59,91.78,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,6,przetoczenie preparatów krwi i innych substancji,652,11.08,0,679255.21,3.22,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,0,pozostałe świadczenia,20,1.18,0,77756.35,2.09,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,4,leczenie żywieniowe,20,1.18,0,38151.34,1.02,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,5,pobyt w OAiIT,155,9.17,0,3411067.76,91.61,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
,,6,przetoczenie preparatów krwi i innych substancji,142,8.4,0,126934.79,3.41,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2012,2012
