branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,384,8.35,14,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,4170,90.69,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,17,6.23,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,247,90.48,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,211268,NEUROCHIRURGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),4,1.47,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,4,1.47,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,211582,NEUROCHIRURGIA - HOSPITALIZACJA - A03,455,87.16,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,211763,NEUROCHIRURGIA - HOSPITALIZACJA - A03- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),9,1.72,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,211313,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA - A03,58,11.11,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,1272,88.46,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,209932,UROLOGIA - HOSPITALIZACJA,142,9.87,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,3021,37.75,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211278,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,2994,37.42,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,1889,23.61,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211278,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,925,66.12,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,474,33.88,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,2394,60.82,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211278,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,776,19.72,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,731,18.57,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,79,6.57,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,822,68.33,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211268,NEUROCHIRURGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),17,1.41,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,65,5.4,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,96,7.98,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,210709,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,85,7.07,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211588,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,21,1.75,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,14,3.73,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,210704,CHIRURGIA OGÓLNA - ZESPÓŁ CHIRURGII JEDNEGO DNIA,17,4.53,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,210751,CHIRURGIA DZIECIĘCA - HOSPITALIZACJA,11,2.93,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,153,40.8,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211268,NEUROCHIRURGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),4,1.07,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,4,1.07,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211374,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,13,3.47,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,27,7.2,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211389,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - ZESPÓŁ CHIRURGII JEDNEGO DNIA,12,3.2,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211588,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,100,26.67,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211569,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),10,2.67,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,16363,72.52,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211278,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,372,1.65,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,293,1.3,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,4945,21.92,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,209957,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA PLANOWA,344,1.52,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,758,45.42,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,210000,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,96,5.75,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,626,37.51,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211352,NEUROCHIRURGIA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,17,1.02,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,154,9.23,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,60,98.36,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,211374,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,1,1.64,7,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,2161,20.92,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,210000,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,155,1.5,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,210688,CHIRURGIA ONKOLOGICZNA - HOSPITALIZACJA,464,4.49,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,1978,19.15,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,5336,51.66,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,227,8.06,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,210000,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,111,3.94,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,210704,CHIRURGIA OGÓLNA - ZESPÓŁ CHIRURGII JEDNEGO DNIA,186,6.61,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,937,33.29,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,1194,42.42,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,211389,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - ZESPÓŁ CHIRURGII JEDNEGO DNIA,86,3.06,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,1725,48.54,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,1759,49.49,0,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,5945,91.94,5,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,211765,NEUROLOGIA SPECJALISTYCZNA - HOSPITALIZACJA,177,2.74,7,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,211003,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,73,1.13,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,210714,REUMATOLOGIA - HOSPITALIZACJA,210,3.25,6,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,209925,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,742,11.31,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,210673,DIABETOLOGIA - HOSPITALIZACJA,173,2.64,6,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,4277,65.17,4,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,211003,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,248,3.78,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,210758,CHIRURGIA OGÓLNA - HOSPITALIZACJA,201,3.06,2,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,211362,NEUROCHIRURGIA - HOSPITALIZACJA,236,3.6,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,209964,ORTOPEDIA I TRAUMATOLOGIA NARZĄDU RUCHU - HOSPITALIZACJA,503,7.66,1,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,209925,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,105,10.8,5,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,209979,GERIATRIA - HOSPITALIZACJA,64,6.58,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,642,66.05,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,210714,REUMATOLOGIA - HOSPITALIZACJA,161,16.56,6,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,209925,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,111,6.86,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,856,52.94,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,211789,NEUROLOGIA - HOSPITALIZACJA- ŚWIADCZENIA UDZIELANE OSOBOM DO UKOŃCZENIA 18. ROKU ŻYCIA (ŚWIADCZENIA FINANSOWANE ODRĘBNIE W PSZ),206,12.74,1,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,211003,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,181,11.19,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,210714,REUMATOLOGIA - HOSPITALIZACJA,235,14.53,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,209966,REUMATOLOGIA DZIECIĘCA - HOSPITALIZACJA,24,1.48,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,209925,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,197,8.15,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,2154,89.12,4,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,210709,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,54,2.23,7,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,209925,CHOROBY WEWNĘTRZNE - HOSPITALIZACJA,505,11.73,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,211015,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA,357,8.29,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,210952,ONKOLOGIA I HEMATOLOGIA DZIECIĘCA - HOSPITALIZACJA - ŚWIADCZENIA DIAGNOSTYKI I LECZENIA ONKOLOGICZNEGO - POZA PAKIETEM ONKOLOGICZNYM,146,3.39,0,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,209998,NEUROLOGIA - HOSPITALIZACJA,1482,34.43,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,211003,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,102,2.37,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,209930,ONKOLOGIA KLINICZNA - HOSPITALIZACJA,73,1.7,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
