branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,1,planowe,294,6.2,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2023,2023
,,2,przeniesienie z innego szpitala,246,5.19,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2023,2023
,,3,nagły,4197,88.54,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2023,2023
,,4,inne,3,0.06,5,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2023,2023
,,1,planowe,123,46.24,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2023,2023
,,2,przeniesienie z innego szpitala,5,1.88,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2023,2023
,,3,nagły,138,51.88,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2023,2023
,,1,planowe,505,97.49,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
,,3,nagły,13,2.51,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2023,2023
,,1,planowe,1021,91.65,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,2,przeniesienie z innego szpitala,1,0.09,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,3,nagły,92,8.26,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2023,2023
,,1,planowe,4572,58.42,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,przeniesienie z innego szpitala,206,2.63,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,nagły,2864,36.6,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,inne,184,2.35,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,planowe,883,70.19,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,2,przeniesienie z innego szpitala,30,2.38,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,3,nagły,308,24.48,9,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,4,inne,37,2.94,7,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2023,2023
,,1,planowe,1678,46.12,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,przeniesienie z innego szpitala,112,3.08,8,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,nagły,1799,49.45,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,inne,49,1.35,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,planowe,618,57.7,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,przeniesienie z innego szpitala,26,2.43,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,nagły,425,39.68,7,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,4,inne,2,0.19,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,planowe,415,81.37,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,2,przeniesienie z innego szpitala,3,0.59,13,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,3,nagły,92,18.04,4,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2023,2023
,,1,planowe,16546,80.89,3,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,przeniesienie z innego szpitala,111,0.54,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,nagły,3769,18.43,4,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,4,inne,29,0.14,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,planowe,1334,87.82,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,przeniesienie z innego szpitala,2,0.13,13,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,nagły,183,12.05,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,planowe,40,74.07,2,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,nagły,14,25.93,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,planowe,8829,92.53,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,2,przeniesienie z innego szpitala,5,0.05,8,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,3,nagły,706,7.4,3,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,4,inne,2,0.02,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2023,2023
,,1,planowe,2338,89.3,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,3,nagły,279,10.66,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,4,inne,1,0.04,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2023,2023
,,1,planowe,2393,83.21,1,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,2,przeniesienie z innego szpitala,3,0.1,1,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,3,nagły,475,16.52,3,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,4,inne,5,0.17,4,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2023,2023
,,1,planowe,3689,64.99,4,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,2,przeniesienie z innego szpitala,12,0.21,10,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,3,nagły,1975,34.8,8,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2023,2023
,,1,planowe,3541,46.63,3,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,2,przeniesienie z innego szpitala,22,0.29,8,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,3,nagły,4031,53.08,5,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2023,2023
,,1,planowe,369,39.59,4,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,2,przeniesienie z innego szpitala,2,0.21,20,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,3,nagły,561,60.19,8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2023,2023
,,1,planowe,889,65.22,3,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,2,przeniesienie z innego szpitala,3,0.22,9,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,3,nagły,471,34.56,5,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2023,2023
,,1,planowe,689,24.24,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,3,nagły,2154,75.77,4,A33 ZABURZENIA RÓWNOWAGI,1a,2023,2023
,,1,planowe,2136,50.54,1,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,2,przeniesienie z innego szpitala,23,0.54,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,3,nagły,2028,47.99,3,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,4,inne,39,0.92,2,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2023,2023
,,1,planowe,1961,17.55,5,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,2,przeniesienie z innego szpitala,35,0.31,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,3,nagły,9163,82.01,7,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,4,inne,14,0.13,10,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2023,2023
,,1,planowe,2126,56.71,3,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,2,przeniesienie z innego szpitala,7,0.19,24,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,3,nagły,1616,43.1,7,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2023,2023
,,1,planowe,1653,64.44,4,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,2,przeniesienie z innego szpitala,3,0.12,5,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,3,nagły,909,35.44,7,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2023,2023
,,1,planowe,6205,51.79,3,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,2,przeniesienie z innego szpitala,17,0.14,8,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,3,nagły,5758,48.06,5,A36 CHOROBY DEMIELINIZACYJNE,1a,2023,2023
,,1,planowe,8139,30.77,4,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,2,przeniesienie z innego szpitala,212,0.8,8,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,3,nagły,18103,68.43,5,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,4,inne,1,0.0,8,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2023,2023
,,1,planowe,824,11.77,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2023,2023
,,2,przeniesienie z innego szpitala,14,0.2,3,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2023,2023
,,3,nagły,6161,88.03,5,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2023,2023
,,1,planowe,1577,9.33,4,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2023,2023
,,2,przeniesienie z innego szpitala,49,0.29,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2023,2023
,,3,nagły,15277,90.38,5,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2023,2023
,,1,planowe,1739,2.66,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2023,2023
,,2,przeniesienie z innego szpitala,799,1.22,10,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2023,2023
,,3,nagły,62951,96.12,9,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2023,2023
,,4,inne,4,0.01,30,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2023,2023
,,1,planowe,486,5.11,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,2,przeniesienie z innego szpitala,76,0.8,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,3,nagły,8954,94.08,7,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,4,inne,1,0.01,5,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2023,2023
,,1,planowe,332,3.21,3,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,2,przeniesienie z innego szpitala,100,0.97,3,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,3,nagły,9916,95.83,2,A50 UDAR MÓZGU - LECZENIE,1a,2023,2023
,,1,planowe,425,31.53,3,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
,,2,przeniesienie z innego szpitala,1,0.07,11,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2023,2023
