branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,1991,35.29,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,3255,57.69,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,218,3.86,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,8,przeniesienie z innego szpitala,177,3.14,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.02,31,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,82,15.77,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,195,37.5,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,241,46.35,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",1,0.19,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,8,przeniesienie z innego szpitala,1,0.19,38,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,52,15.38,6,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,286,84.62,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,8,przeniesienie z innego szpitala,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,4,0.85,1,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,79,16.77,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,388,82.38,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,8,przeniesienie z innego szpitala,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,681,8.99,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,2403,31.71,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,1,0.01,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,4235,55.88,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",10,0.13,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,8,przeniesienie z innego szpitala,157,2.07,14,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,92,1.21,7,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,688,11.12,13,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,3,przyjęcie w trybie nagłym - inne przypadki,2760,44.6,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,5,przyjęcie noworodka w wyniku porodu w tym szpitalu,1,0.02,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,6,przyjęcie planowe na podstawie skierowania,2487,40.19,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7,"przyjęcie planowe osoby, która skorzystała ze świadczeń opieki zdrowotnej poza kolejnością, zgodnie z uprawnieniami przysługującymi jej na podstawie ustawy",24,0.39,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,8,przeniesienie z innego szpitala,169,2.73,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,2,0.03,14,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,10,przyjęcie przymusowe,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,57,0.92,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,121,6.11,10,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
