branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,143,2.54,0,507852.82,1.12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,4,leczenie żywieniowe,122,2.16,0,320006.0,0.71,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,5,pobyt w OAiIT,1515,26.86,0,42287576.37,93.3,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,6,przetoczenie preparatów krwi i innych substancji,1501,26.61,0,1446458.89,3.19,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2013,2013
,,4,leczenie żywieniowe,6,1.18,0,51480.0,4.38,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,5,pobyt w OAiIT,48,9.43,0,1050289.76,89.27,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,6,przetoczenie preparatów krwi i innych substancji,49,9.63,0,44569.2,3.79,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2013,2013
,,0,pozostałe świadczenia,122,1.61,0,342089.71,1.56,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,4,leczenie żywieniowe,86,1.13,0,200362.0,0.92,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5,pobyt w OAiIT,1016,13.39,0,19725291.23,90.12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,6,przetoczenie preparatów krwi i innych substancji,897,11.82,0,747079.78,3.41,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,0,pozostałe świadczenia,61,1.09,0,274933.36,1.19,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,4,leczenie żywieniowe,81,1.45,0,245522.0,1.06,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5,pobyt w OAiIT,892,16.01,0,21456094.4,92.78,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,6,przetoczenie preparatów krwi i innych substancji,600,10.77,0,636565.69,2.75,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
,,5,pobyt w OAiIT,142,7.85,0,2444476.32,88.01,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2013,2013
