branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,2135,37.5,0,349245.15,98.83,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,1446,25.4,0,3932.0,1.11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2018,2018
,,4,leczenie żywieniowe,230,4.04,0,216.32,0.06,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2018,2018
,,5,pobyt w OAiIT,67,1.18,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2018,2018
,,0,pozostałe świadczenia,66,10.19,0,33879.53,100.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,42,6.48,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2018,2018
,,0,pozostałe świadczenia,5,1.13,0,3240.0,100.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2018,2018
,,0,pozostałe świadczenia,16,2.08,0,0.0,0.0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2018,2018
,,0,pozostałe świadczenia,2381,29.4,0,1439143.61,87.93,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,863,10.66,0,123946.34,7.57,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,4,leczenie żywieniowe,111,1.37,0,57108.48,3.49,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,0,pozostałe świadczenia,1512,26.91,0,743731.57,82.11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,574,10.22,0,36628.0,4.04,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,4,leczenie żywieniowe,137,2.44,0,8760.96,0.97,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,0,pozostałe świadczenia,243,12.33,0,132335.2,96.58,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,129,6.54,0,3284.0,2.4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,0,pozostałe świadczenia,23,3.67,0,270.4,100.0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2018,2018
,,0,pozostałe świadczenia,741,6.4,0,397552.78,93.09,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,209,1.8,0,26007.32,6.09,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,0,pozostałe świadczenia,30,1.36,0,4044.8,70.31,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,0,pozostałe świadczenia,2,7.69,0,0.0,0.0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,0,pozostałe świadczenia,127,1.53,0,9194.8,90.69,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2018,2018
,,0,pozostałe świadczenia,123,7.84,0,66160.49,93.94,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,36,2.29,0,2633.12,3.74,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2018,2018
,,0,pozostałe świadczenia,311,6.42,0,1606379.39,99.29,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2018,2018
,,0,pozostałe świadczenia,566,3.83,0,2197691.35,99.93,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2018,2018
,,0,pozostałe świadczenia,88,13.08,0,185027.4,99.71,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,19,2.82,0,0.0,0.0,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,4,leczenie żywieniowe,12,1.78,0,540.8,0.29,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2018,2018
,,0,pozostałe świadczenia,215,12.84,0,536797.37,100.0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,21,1.25,0,0.0,0.0,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2018,2018
,,0,pozostałe świadczenia,127,2.2,0,413.71,100.0,A33 ZABURZENIA RÓWNOWAGI,1a,2018,2018
,,0,pozostałe świadczenia,833,13.73,0,208316.24,96.21,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2018,2018
,,0,pozostałe świadczenia,942,7.87,0,350420.56,97.16,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,138,1.15,0,9900.0,2.75,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2018,2018
,,0,pozostałe świadczenia,249,4.88,0,77198.34,96.75,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,65,1.27,0,1404.0,1.76,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,4,leczenie żywieniowe,54,1.06,0,1189.76,1.49,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2018,2018
,,0,pozostałe świadczenia,60,2.3,0,13055.23,71.67,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2018,2018
,,0,pozostałe świadczenia,499,3.49,0,819607.54,99.72,A36 CHOROBY DEMIELINIZACYJNE,1a,2018,2018
,,0,pozostałe świadczenia,2223,7.31,0,1073973.16,97.85,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,589,1.94,0,2428.0,0.22,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,4,leczenie żywieniowe,333,1.09,0,21199.36,1.93,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2018,2018
,,0,pozostałe świadczenia,299,3.43,0,32958.37,100.0,A46 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU,1a,2018,2018
,,0,pozostałe świadczenia,1030,3.39,0,89595.47,94.85,A47 PRZEMIJAJĄCE NIEDOKRWIENIE MÓZGU - ROZSZERZONA DIAGNOSTYKA,1a,2018,2018
,,0,pozostałe świadczenia,3579,7.22,0,6677454.84,95.96,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,4,leczenie żywieniowe,1792,3.62,0,10816.0,0.16,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,852,1.72,0,8280.0,0.12,A48 KOMPLEKSOWE LECZENIE UDARÓW MÓZGU > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,0,pozostałe świadczenia,1026,7.26,0,1496723.58,96.54,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,4,leczenie żywieniowe,530,3.75,0,33421.44,2.16,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,303,2.14,0,5332.0,0.34,A49 UDAR MÓZGU - LECZENIE > 3 DNI,1a,2018,2018
,,0,pozostałe świadczenia,1210,11.06,0,486203.79,98.56,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,4,leczenie żywieniowe,492,4.5,0,4759.04,0.96,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,423,3.87,0,2340.0,0.47,A50 UDAR MÓZGU - LECZENIE,1a,2018,2018
,,0,pozostałe świadczenia,853,8.72,0,1570682.06,95.81,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,4,leczenie żywieniowe,349,3.57,0,865.28,0.05,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,132,1.35,0,112.0,0.01,A51 UDAR MÓZGU - LECZENIE TROMBOLITYCZNE > 7 DNI W ODDZIALE UDAROWYM,1a,2018,2018
,,0,pozostałe świadczenia,134,4.45,0,0.0,0.0,A56 CHOROBY NERWÓW CZASZKOWYCH,1a,2018,2018
,,0,pozostałe świadczenia,603,8.41,0,531086.77,100.0,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,145,2.02,0,0.0,0.0,A57 CHOROBY ZAPALNE UKŁADU NERWOWEGO,1a,2018,2018
,,0,pozostałe świadczenia,50,7.89,0,268725.0,100.0,A58 ENCEFALOPATIA,1a,2018,2018
,,4,leczenie żywieniowe,18,2.84,0,0.0,0.0,A58 ENCEFALOPATIA,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,11,1.74,0,0.0,0.0,A58 ENCEFALOPATIA,1a,2018,2018
,,0,pozostałe świadczenia,620,2.82,0,8907.14,100.0,A59 BÓLE GŁOWY,1a,2018,2018
,,0,pozostałe świadczenia,433,6.12,0,86423.24,98.97,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,81,1.14,0,360.0,0.41,A66 PADACZKA - DIAGNOSTYKA I LECZENIE,1a,2018,2018
,,0,pozostałe świadczenia,968,7.95,0,224490.18,99.27,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,4,leczenie żywieniowe,127,1.04,0,216.32,0.1,A67 PADACZKA - DIAGNOSTYKA I LECZENIE > 3 DNI,1a,2018,2018
,,0,pozostałe świadczenia,1103,10.38,0,196613.18,98.35,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,267,2.51,0,2564.0,1.28,A76 URAZY GŁOWY Z ISTOTNYM USZKODZENIEM MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,0,pozostałe świadczenia,322,2.95,0,10760.16,100.0,A77 URAZY GŁOWY BEZ ISTOTNEGO USZKODZENIA MÓZGU LECZONE ZACHOWAWCZO,1a,2018,2018
,,0,pozostałe świadczenia,79,5.38,0,126620.68,99.83,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,4,leczenie żywieniowe,66,4.5,0,216.32,0.17,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,6,przetoczenie preparatów krwi i innych substancji,21,1.43,0,0.0,0.0,A86 CHOROBY NEURONU RUCHOWEGO,1a,2018,2018
,,0,pozostałe świadczenia,1446,2.79,0,1152235.44,97.58,A87A INNE CHOROBY UKŁADU NERWOWEGO>17 R.Ż.,1a,2018,2018
,,0,pozostałe świadczenia,3560,21.26,0,181939.01,100.0,A87B INNE CHOROBY UKŁADU NERWOWEGO<18 R.Ż.,1a,2018,2018
,,0,pozostałe świadczenia,31,27.43,0,95500.0,100.0,B04 PRZESZCZEP ROGÓWKI - KATEGORIA I *,1a,2018,2018
,,0,pozostałe świadczenia,218,24.14,0,681200.0,100.0,B05 PRZESZCZEP ROGÓWKI - KATEGORIA II *,1a,2018,2018
,,0,pozostałe świadczenia,2,5.56,0,6800.0,100.0,B06 PRZESZCZEP ROGÓWKI - KATEGORIA III *,1a,2018,2018
,,0,pozostałe świadczenia,108,5.0,0,1170.0,100.0,B11 KOMPLEKSOWE ZABIEGI W ZAĆMIE I JASKRZE *,1a,2018,2018
