branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,7651,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,549,9.76,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,7694,NEUROCHIRURGIA - HOSPITALIZACJA,4880,86.79,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,7706,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,107,1.9,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2016,2016
,,7694,NEUROCHIRURGIA - HOSPITALIZACJA,389,78.74,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7701,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,55,11.13,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7706,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,19,3.85,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7651,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,16,3.24,16,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7657,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,10,2.02,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7744,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,5,1.01,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2016,2016
,,7698,NEUROCHIRURGIA - HOSPITALIZACJA - A03,440,96.28,5,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
,,7705,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA - A03,17,3.72,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2016,2016
