branch,hospital-types,type-of-admission-code,type-of-admission-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,1,0.02,11,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2103,43.3,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,2286,47.07,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,6,przyjęcie planowe na podstawie skierowania,267,5.5,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,8,przeniesienie z innego szpitala,199,4.1,6,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.02,3,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,66,25.78,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,69,26.95,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2022,2022
,,6,przyjęcie planowe na podstawie skierowania,117,45.7,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2022,2022
,,8,przeniesienie z innego szpitala,4,1.56,11,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,2,0.43,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,14,3.0,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
,,6,przyjęcie planowe na podstawie skierowania,450,96.57,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,7,0.72,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,88,9.02,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
,,6,przyjęcie planowe na podstawie skierowania,881,90.27,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2022,2022
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,154,1.99,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,805,10.41,13,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,2174,28.11,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,6,przyjęcie planowe na podstawie skierowania,4413,57.05,8,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,8,przeniesienie z innego szpitala,188,2.43,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,9,przyjęcie osoby podlegającej obowiązkowemu leczeniu,1,0.01,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2022,2022
,,11,przyjęcie na podstawie karty diagnostyki i leczenia onkologicznego,44,4.37,8,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
,,2,przyjęcie w trybie nagłym w wyniku przekazania przez zespół ratownictwa medycznego,38,3.77,16,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
,,3,przyjęcie w trybie nagłym - inne przypadki,203,20.14,10,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2022,2022
