branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,4894,86.74,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,7018,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,563,9.98,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,7062,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,93,1.65,7,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,395,75.96,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7057,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,63,12.12,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7018,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,31,5.96,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7062,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,13,2.5,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7022,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,12,2.31,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7084,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,6,1.15,4,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2015,2015
,,7056,NEUROCHIRURGIA - HOSPITALIZACJA - A03,324,95.86,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,7061,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA - A03,14,4.14,3,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,471,100.0,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,6222,82.1,11,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7400,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,755,9.96,9,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7057,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,360,4.75,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7084,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,127,1.68,12,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,4383,70.83,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7400,NEUROCHIRURGIA - HOSPITALIZACJA - PAKIET ONKOLOGICZNY,1187,19.18,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7057,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,481,7.77,9,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7022,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,92,1.49,6,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,1138,57.45,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7018,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,269,13.58,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7057,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,234,11.81,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7062,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,167,8.43,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7022,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,105,5.3,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7084,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,37,1.87,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7062,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,311,46.56,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7096,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,182,27.25,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,146,21.86,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7057,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,12,1.8,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7018,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,8,1.2,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2015,2015
,,7052,NEUROCHIRURGIA - HOSPITALIZACJA,13218,82.18,6,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2015,2015
,,7062,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,1974,12.27,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2015,2015
