branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,6352,NEUROCHIRURGIA - HOSPITALIZACJA,4875,87.55,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,6362,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,85,1.53,10,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,6320,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,523,9.39,13,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2014,2014
,,6362,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,19,3.47,6,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,6352,NEUROCHIRURGIA - HOSPITALIZACJA,424,77.37,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,6324,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,13,2.37,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,6357,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,58,10.58,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,6320,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,29,5.29,13,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2014,2014
,,6356,NEUROCHIRURGIA - HOSPITALIZACJA - A03,318,96.07,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
,,6361,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA - A03,13,3.93,2,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2014,2014
