branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,6,przetoczenie preparatów krwi i innych substancji,1463,27.08,0,40011.0,8.31,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2019,2019
,,5,pobyt w OAiIT,1449,26.82,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2019,2019
,,4,leczenie żywieniowe,1283,23.75,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2019,2019
,,0,pozostałe świadczenia,688,12.73,0,88408.53,18.37,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2019,2019
,,3,dializy,71,1.31,0,0.0,0.0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2019,2019
,,5,pobyt w OAiIT,33,10.31,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2019,2019
,,4,leczenie żywieniowe,30,9.38,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2019,2019
,,6,przetoczenie preparatów krwi i innych substancji,30,9.38,0,372.0,100.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2019,2019
,,0,pozostałe świadczenia,28,8.75,0,0.0,0.0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2019,2019
,,0,pozostałe świadczenia,24,5.47,0,345.0,100.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2019,2019
,,0,pozostałe świadczenia,32,4.37,0,0.0,0.0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2019,2019
,,5,pobyt w OAiIT,890,11.6,0,0.0,0.0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,11,konsylium,883,11.51,0,238585.6,9.42,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,0,pozostałe świadczenia,796,10.37,0,1387755.91,54.79,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,6,przetoczenie preparatów krwi i innych substancji,734,9.57,0,212553.36,8.39,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,leczenie żywieniowe,509,6.63,0,132972.16,5.25,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,5,pobyt w OAiIT,566,12.16,0,0.0,0.0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
,,4,leczenie żywieniowe,535,11.49,0,40434.56,2.93,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2019,2019
