branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,0,pozostałe świadczenia,325,5.61,0,405273.42,0.94,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,4,leczenie żywieniowe,238,4.11,0,444029.62,1.03,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,5,pobyt w OAiIT,1555,26.84,0,40302136.18,93.25,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,6,przetoczenie preparatów krwi i innych substancji,1631,28.15,0,1381399.1,3.2,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,0,pozostałe świadczenia,6,1.18,0,5743.6,0.33,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,4,leczenie żywieniowe,8,1.57,0,31751.2,1.84,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,5,pobyt w OAiIT,49,9.65,0,1599973.44,92.8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,6,przetoczenie preparatów krwi i innych substancji,51,10.04,0,43418.23,2.52,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,5,pobyt w OAiIT,6,1.53,0,114100.48,93.0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,0,pozostałe świadczenia,170,2.28,0,291754.86,1.83,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,4,leczenie żywieniowe,136,1.82,0,236544.96,1.49,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,5,pobyt w OAiIT,1057,14.16,0,14396950.36,90.49,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,6,przetoczenie preparatów krwi i innych substancji,849,11.38,0,526586.04,3.31,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,11,konsylium,547,7.33,0,101426.0,0.64,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,0,pozostałe świadczenia,393,6.74,0,547129.9,2.56,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,4,leczenie żywieniowe,139,2.38,0,273197.6,1.28,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,5,pobyt w OAiIT,789,13.53,0,19054566.44,89.24,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,6,przetoczenie preparatów krwi i innych substancji,629,10.79,0,533305.3,2.5,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
