branch,hospital-types,product-category-code,product-category-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,value,value-percentage,name,catalog,year,period
,,4,leczenie żywieniowe,1286,27.97,0,898146.71,0.79,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,1208,26.27,0,1788953.82,1.57,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,5,pobyt w OAiIT,1277,27.77,0,36697391.03,32.22,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,0,pozostałe świadczenia,2203,47.91,0,2486328.44,2.18,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2024,2024
,,5,pobyt w OAiIT,41,15.02,0,1381636.74,23.25,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,4,leczenie żywieniowe,45,16.48,0,199712.87,3.36,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,0,pozostałe świadczenia,88,32.23,0,44197.42,0.74,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,33,12.09,0,48016.91,0.81,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2024,2024
,,0,pozostałe świadczenia,107,20.5,0,13670.22,0.03,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2024,2024
,,0,pozostałe świadczenia,66,4.59,0,10252.0,0.01,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2024,2024
,,4,leczenie żywieniowe,716,8.95,0,682756.14,0.25,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,0,pozostałe świadczenia,3168,39.59,0,6335294.52,2.28,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,816,10.2,0,894347.71,0.32,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,pobyt w OAiIT,944,11.8,0,20937428.65,7.54,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,pobyt w OAiIT,141,10.08,0,1635924.49,2.73,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,120,8.58,0,143747.14,0.24,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,4,leczenie żywieniowe,46,3.29,0,36449.51,0.06,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,0,pozostałe świadczenia,972,69.48,0,4126191.26,6.88,A11O KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE W ROZPOZNANIACH NOWOTWORÓW ZŁOŚLIWYCH * *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,454,11.53,0,604318.08,0.62,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,pobyt w OAiIT,515,13.08,0,16081201.98,16.51,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,0,pozostałe świadczenia,1542,39.18,0,2710875.99,2.78,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,leczenie żywieniowe,578,14.69,0,713579.65,0.73,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,5,pobyt w OAiIT,87,7.23,0,2600651.94,15.37,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,80,6.65,0,121244.95,0.72,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,0,pozostałe świadczenia,285,23.69,0,166035.02,0.98,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,4,leczenie żywieniowe,101,8.4,0,92927.6,0.55,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,0,pozostałe świadczenia,68,18.13,0,10134.68,0.87,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,254,1.13,0,279225.23,0.06,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,0,pozostałe świadczenia,2766,12.26,0,670984.52,0.13,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,0,pozostałe świadczenia,112,6.71,0,20013.69,0.09,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,0,pozostałe świadczenia,10,16.39,0,1252.0,0.64,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,0,pozostałe świadczenia,352,3.41,0,48580.33,0.05,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2024,2024
,,0,pozostałe świadczenia,73,2.59,0,4989.4,0.14,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2024,2024
,,0,pozostałe świadczenia,206,5.8,0,63582.09,0.12,A27 INNE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2024,2024
,,0,pozostałe świadczenia,991,15.33,0,5363319.05,6.75,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,1,programy lekowe,94,1.45,0,1876141.49,2.36,A30 KOMPLEKSOWA DIAGNOSTYKA POLINEUROPATII I CHORÓB MIĘŚNI,1a,2024,2024
,,1,programy lekowe,223,3.4,0,4884527.7,13.8,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,0,pozostałe świadczenia,1324,20.17,0,4383082.49,12.38,A31 CHOROBY NERWÓW OBWODOWYCH,1a,2024,2024
,,1,programy lekowe,37,3.81,0,717744.77,5.64,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,5,pobyt w OAiIT,53,5.45,0,1263759.04,9.93,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,0,pozostałe świadczenia,322,33.13,0,2367545.17,18.61,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,4,leczenie żywieniowe,73,7.51,0,101565.77,0.8,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,63,6.48,0,68617.54,0.54,A32E CHOROBY MIĘŚNI > 65 R.Ż.,1a,2024,2024
,,0,pozostałe świadczenia,361,22.33,0,2955984.9,22.34,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,5,pobyt w OAiIT,30,1.86,0,593503.73,4.49,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,4,leczenie żywieniowe,33,2.04,0,32574.23,0.25,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,1,programy lekowe,44,2.72,0,740416.13,5.6,A32F CHOROBY MIĘŚNI < 66 R.Ż.,1a,2024,2024
,,0,pozostałe świadczenia,768,31.77,0,8398.9,0.08,A33 ZABURZENIA RÓWNOWAGI,1a,2024,2024
,,2,chemioterapia,81,1.88,0,12321.87,0.08,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,4,leczenie żywieniowe,44,1.02,0,43211.42,0.27,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,54,1.25,0,85780.3,0.53,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,0,pozostałe świadczenia,1407,32.68,0,1250571.17,7.75,A34C GUZY MÓZGU I RDZENIA KRĘGOWEGO,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,159,1.42,0,213903.42,0.2,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,0,pozostałe świadczenia,4211,37.74,0,690752.88,0.66,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,4,leczenie żywieniowe,235,2.11,0,464591.08,0.44,A34D GUZY MÓZGU I RDZENIA KRĘGOWEGO>3 DNI,1a,2024,2024
,,1,programy lekowe,52,1.31,0,540082.04,2.43,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,0,pozostałe świadczenia,754,18.96,0,4554014.56,20.45,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,4,leczenie żywieniowe,118,2.97,0,411719.01,1.85,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,5,pobyt w OAiIT,51,1.28,0,1383889.79,6.21,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,6,przetoczenie preparatów krwi i innych substancji,51,1.28,0,49946.63,0.22,A35C CHOROBY ZWYRODNIENIOWE OUN,1a,2024,2024
,,0,pozostałe świadczenia,260,9.88,0,48780.8,0.24,A35D CHOROBY ZWYRODNIENIOWE OUN>3 DNI,1a,2024,2024
,,0,pozostałe świadczenia,2019,17.54,0,2171340.88,2.8,A36 CHOROBY DEMIELINIZACYJNE,1a,2024,2024
,,4,leczenie żywieniowe,712,2.75,0,1184181.31,0.62,A45 CHOROBY NACZYŃ MÓZGOWYCH - LECZENIE ZACHOWAWCZE,1a,2024,2024
