branch,hospital-types,contract-product-code,contract-product-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,4980,84.87,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,666,11.35,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,70,1.19,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,101,1.72,12,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,452,75.84,9,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,56,9.4,5,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,53,8.89,10,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
,,4335,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,14,2.35,8,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,16,2.68,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2011,2011
,,4367,NEUROCHIRURGIA - HOSPITALIZACJA - A03,251,100.0,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,281,100.0,4,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,7018,95.28,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,252,3.42,16,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4397,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,74,1.0,15,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,5109,88.47,12,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4335,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,81,1.4,7,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,485,8.4,11,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,60,1.04,15,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,193,11.7,2,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,989,59.98,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4335,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,97,5.88,6,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4409,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,26,1.58,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,66,4.0,4,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,244,14.8,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4397,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,24,1.46,8,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4409,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA,166,50.46,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,77,23.4,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,7,2.13,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4410,CHIRURGIA SZCZĘKOWO-TWARZOWA - HOSPITALIZACJA PLANOWA,6,1.82,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4335,CHIRURGIA DZIECIĘCA -  HOSPITALIZACJA,7,2.13,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,16,4.86,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,13,3.95,3,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4397,OTORYNOLARYNGOLOGIA - HOSPITALIZACJA,7,2.13,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4286,NEUROLOGIA DZIECIĘCA - HOSPITALIZACJA,5,1.52,2,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4282,NEUROLOGIA - HOSPITALIZACJA,23,6.99,6,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,10506,79.62,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,2093,15.86,7,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4368,NEUROCHIRURGIA DZIECIĘCA - HOSPITALIZACJA,142,1.08,10,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4374,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA PLANOWA,315,2.39,2,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,2652,75.77,7,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4332,CHIRURGIA OGÓLNA - HOSPITALIZACJA PLANOWA,162,4.63,3,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,251,7.17,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,430,12.29,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2011,2011
,,4331,CHIRURGIA OGÓLNA -  HOSPITALIZACJA,751,13.35,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4373,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA,2247,39.93,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4375,ORTOPEDIA I TRAUMAT NARZ RUCHU - ZESPÓŁ CHIRURGII JEDNEGO DNIA,501,8.9,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4374,ORTOPEDIA I TRAUMAT NARZ RUCHU - HOSPITALIZACJA PLANOWA,386,6.86,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,1029,18.29,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4333,CHIRURGIA OGÓLNA -  ZESPÓŁ CHIRURGII JEDNEGO DNIA,245,4.35,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4355,CHIRURGIA PLASTYCZNA - HOSPITALIZACJA,172,3.06,1,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4282,NEUROLOGIA - HOSPITALIZACJA,85,1.51,4,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2011,2011
,,4363,NEUROCHIRURGIA - HOSPITALIZACJA,977,61.56,0,A26 ZABIEGI ZWALCZAJĄCE BÓL I NA UKŁADZIE WSPÓŁCZULNYM *,1a,2011,2011
