branch,hospital-types,gender-code,gender-name,number-of-hospitalizations,percentage,duration-of-hospitalization-mediana,name,catalog,year,period
,,0,płeć nieokreślona,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,1,mężczyzna,4350,75.09,9,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,2,kobieta,1443,24.91,8,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,9,nieznana,0,0.0,0,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,1,mężczyzna,401,78.94,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,2,kobieta,107,21.06,7,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,9,nieznana,0,0.0,0,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,1,mężczyzna,250,63.61,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,2,kobieta,143,36.39,4,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,9,nieznana,0,0.0,0,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2017,2017
,,1,mężczyzna,371,56.73,2,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2017,2017
,,2,kobieta,283,43.27,3,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2017,2017
,,9,nieznana,0,0.0,0,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,1,mężczyzna,3354,44.94,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,2,kobieta,4109,55.06,10,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9,nieznana,0,0.0,0,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,1,mężczyzna,3126,53.61,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,2,kobieta,2705,46.39,10,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9,nieznana,0,0.0,0,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,1,mężczyzna,1010,49.32,5,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,2,kobieta,1038,50.68,3,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9,nieznana,0,0.0,0,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,1,mężczyzna,266,47.08,1,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,2,kobieta,299,52.92,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,9,nieznana,0,0.0,0,A14 MAŁE ZABIEGI WEWNĄTRZCZASZKOWE *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,1,mężczyzna,5626,53.24,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,2,kobieta,4941,46.76,5,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,9,nieznana,0,0.0,0,A22 DUŻE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,1,mężczyzna,1341,56.11,4,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,2,kobieta,1049,43.89,5,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,9,nieznana,0,0.0,0,A23 ŚREDNIE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,1,mężczyzna,11,47.83,6,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,2,kobieta,12,52.17,3,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,9,nieznana,0,0.0,0,A24 MAŁE ZABIEGI NA RDZENIU KRĘGOWYM I W KANALE KRĘGOWYM *,1a,2017,2017
,,0,płeć nieokreślona,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2017,2017
,,1,mężczyzna,2851,33.71,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2017,2017
,,2,kobieta,5606,66.29,2,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2017,2017
,,9,nieznana,0,0.0,0,A25 ZABIEGI NA NERWACH OBWODOWYCH *,1a,2017,2017
